"temp"
12
19
16
17
18
19
18
17
15
10
10
12
11
9
8
10
8
10
13
14
11
11
12
13
12
12
16
10
8
10
11
11
13
13
16
12
8
12
15
13
12
8
13
10
8
9
9
7
10
11
7
7
8
10
13
6
2
3
3
3
0
3
5
9
11
9
10
11
5
4
8
8
9
9
7
8
9
5
5
7
9
9
8
8
4
6
10
10
10
11
11
3
2
0.999999999999998
5
10
11
9
9
7
5
11
9
11
8
12
13
9
10
11
10
7
7
7
9
9
9
9
8
9
7
9
9
11
8
7
6
6
4
5
11
10
10
12
7
8
9
11
9
9
8
7
8
10
9
9
6
8
10
7
3
6
6
6
12
6
7
10
8
4
5
5
6
6
8
11
11
11
11
9
11
11
12
13
6
12
12
10
14
14
18
16
14
13
18
20
15
14
17
19
18
18
11
12
7
11
17
17
9
9
9
10
12
13
13
11
11
12
11
10
13
15
11
11
12
13
13
12
14
16
15
16
14
15
20
16
20
20
20
18
19
17
13
14
12
15
15
16
14
13
13
18
17
19
17
15
16
14
12
15
13
12
12
14
18
21
23
23
20
16
15
17
24
25
33
20
21
20
18
15
15
20
18
16
15
16
15
18
15
21
22
19
19
17
17
17
17
19
19
18
18
17
17
22
21
16
17
17
17
18
19
18
19
19
16
18
20
16
21
22
21
19
18
15
18
18
15
20
21
21
18
18
19
22
20
19
20
21
20
17
17
18
21
20
17
17
25
16
17
16
15
15
15
16
17
19
21
18
19
17
20
15
16
15
16
14
13
15
13
12
12
8
10
11
12
12
9
11
12
12
10
11
11
13
11
10
10
10
12
12
10
11
12
11
8
10
11
10
10
11
12
10
9
8
5
6
9
11
9
11
9
9
11
12
13
10
11
8
11
10
10
8
7
5
6
5
7
8
10
9
8
8
9
9
8
10
13
14
14
11
9
12
12
13
8
6
6
9
9
9
7
10
7
7
10
14
13
12
13
9
12
12
11
14
14
9
11
9
9
9
9
11
11
7
9
10
9
11
11
12
11
13
7
5
4
9
9
7
10
7
9
11
7
7
7
9
12
12
12
10
12
5
5
7
8
7
4
4
9
8
7
4
6
8
11
8
5
6
7
8
9
11
8
8
9
10
9
11
12
9
11
10
10
9
8
6
7
7
6
5
7
6
6
5
7
11
8
7
9
7
9
7
4
6
8
7
6
8
7
6
8
6
7
7
5
7
7
11
11
15
13
13
14
15
16
11
12
11
13
15
17
20
20
14
13
12
11
10
11
13
15
14
15
16
14
12
12
12
11
14
12
10
15
13
16
19
21
18
14
14
10
13
16
16
18
12
11
12
9
11
18
20
25
27
26
23
25
27
24
19
17
14
15
17
18
18
21
23
22
25
18
23
18
16
17
19
21
22
25
25
23
24
25
21
19
23
20
21
20
23
22
21
20
21
21
20
19
19
18
17
20
17
19
23
25
24
23
19
24
27
30
31
25
26
30
32
27
24
24
24
25
22
21
18
19
21
21
21
18
16
16
18
21
23
28
27
22
18
18
20
22
18
18
19
19
20
19
17
17
16
14
15
13
14
17
19
16
17
17
16
17
17
15
14
13
17
17
19
15
15
16
14
15
16
14
15
13
14
12
11
11
10
9
13
12
12
13
14
14
12
12
16
16
14
11
13
16
15
16
16
11
12
13
11
12
10
9
10
10
8
9
9
7
5
14
12
6
8
13
11
6
7
10
9
11
7
11
6
7
3
9
7
6
9
10
9
9
6
